,brand,name,image_url,rating_star,ratings,reviews,processor_brand,processor,generation,ram,ram_type,operating_system,rom,display,warranty,actual_price,discount_price,discount
659,HP,HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/d/5/-original-imahcd9nmte6zez7.jpeg?q=70,4.1,304,14,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,39.37,1,65000,53500,17
660,Lenovo,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,93490,57990,37
661,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10,0,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,92990,67990,26
662,Lenovo,Lenovo Legion 5 Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/q/m/-original-imahcd9mjtkzacjw.jpeg?q=70,4.6,195,18,Intel,Intel Core i7 Processor (13th Gen),13,24,DDR5,Windows 11 Operating System,512,39.62,1,149990,122990,18
663,DELL,DELL Inspiron AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop T...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/c/l/-original-imahcd9zh3kg9zu7.jpeg?q=70,3.9,28,0,Ryzen,Ryzen R5-5625U (Base- 2.30 GHz & Turbo up to 4.30 GHz) 6 Cores,,8,,,8,39.62,1,,64981,
664,HP,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/p/o/-original-imahcd9jwjxzs75z.jpeg?q=70,4.3,766,55,Intel,Intel Core i5 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,1,80000,67990,15
665,Lenovo,Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/c/3/14iau7-thin-and-light-laptop-lenovo-original-imah45g9xqkzbtug.jpeg?q=70,4.1,855,67,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,2,69990,39572,43
666,MOTOROLA,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242,37,Intel,Intel Core 5 (Series 2) Processor,14,16,DDR5,Windows 11 Operating System,512,,1,93690,54990,41
667,DELL,DELL 14 Next Gen AI PC Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 11 Home) DB04250 2in1 2 in ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/d/y/-original-imahekvhbkhacyxf.jpeg?q=70,,,,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5X,Windows 11 Operating System,512,35.56,1,102859,84990,17
668,ASUS,"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 - (16 GB/512 GB SSD/Wi...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/t/h/-original-imah9d7pgrdmv858.jpeg?q=70,4.8,8,1,Intel,Intel Core Ultra 5 Processor,,16,DDR5,Windows 11 Home Operating System,512,,1,92990,68990,25
669,HP,HP Professional Intel Core i5 13th Gen 1334U Turbo Boost - (16 GB/512 GB SSD/Windows 11 Pro) 250 G10 T...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/3/a/250-g10-thin-and-light-laptop-hp-original-imahccga7yvmmghh.jpeg?q=70,5.0,3,0,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,,1,79995,51999,34
670,HP,HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16,1,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,39.62,1,77507,65990,14
671,Acer,Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/m/l/-original-imahcd9zt99rekjd.jpeg?q=70,4.1,592,83,AMD,AMD Ryzen 3 Quad Core Processor,,8,DDR4,Windows 11 Operating System,512,39.62,1,44990,27000,39
672,HP,HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Bus...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/w/n/245-g9-business-laptop-hp-original-imahfbegdermvk2a.jpeg?q=70,4.1,230,17,AMD,AMD Ryzen 5 Hexa Core Processor,,8,DDR4,Windows 11 Operating System,512,,1,55990,34750,37
673,Acer,Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/0/5/-original-imagvrefuybuvbe5.jpeg?q=70,3.7,614,44,Intel,Intel Celeron Dual Core Processor,,8,LPDDR4X,Chrome Operating System,8,35.56,1,36999,19999,45
674,DELL,DELL Inspiron 5430 Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) IN54308TR2G001ORS1 Thin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/0/u/inspiron-5430-laptop-dell-original-imagq2ny8txfzgyt.jpeg?q=70,4.0,199,23,Intel,Intel Core i5 Processor (13th Gen),13,16,LPDDR5,Windows 11 Operating System,512,35.56,1,93167,61990,33
675,Apple,Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW1J3HN/A,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/q/x/-original-imahayjpt7gjdfhs.jpeg?q=70,4.6,955,89,Apple,Apple M4 Processor,,16,Unified Memory,Mac OS Operating System,256,,1,,124900,
676,Acer,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,3614,279,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,43000,24990,41
677,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
678,HP,HP Victus AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/e/d/-original-imagud83gf3wkzh9.jpeg?q=70,4.3,341,34,AMD,AMD Ryzen 5 Hexa Core Processor,,8,DDR5,Windows 11 Operating System,512,39.62,1,72990,58990,19
679,ASUS,ASUS VivoBook 14 AMD Ryzen 5 Quad Core 2nd Gen AMD R5-3500U - (8 GB/512 GB SSD/Windows 10 Home) X412DA...,https://rukminim2.flixcart.com/image/312/312/kar44280/computer/q/c/z/asus-na-thin-and-light-laptop-original-imafs92tuvvttfmw.jpeg?q=70,4.3,7509,1129,AMD,AMD Ryzen 5 Quad Core Processor (2nd Gen),2,8,DDR4,Windows 10 Operating System,512,,1,54990,34890,36
680,ASUS,ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ2325WS Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/j/z/-original-imahcd9nqjz6d3dp.jpeg?q=70,4.2,650,53,Intel,Intel Core i3 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,,1,56990,35990,36
681,ASUS,ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/4/i/fx506hf-hn077ws-gaming-laptop-asus-original-imahyjegpemzbqeg.jpeg?q=70,4.2,14,1,AMD,AMD Ryzen 7 Octa Core Processor,,16,DDR5,Windows 11 Home Operating System,512,,1,83990,64990,22
682,MSI,MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/5/d/-original-imahcd9ayfh4geht.jpeg?q=70,4.9,10,1,Intel,Intel Core i7 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,2,98990,79990,19
683,DELL,DELL Latitude Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 3440 Business L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/y/h/latitude-3440-business-laptop-dell-original-imahcuvagcecwbyy.jpeg?q=70,,,,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,54990,32990,40
684,Lenovo,Lenovo IdeaPad Flex 5 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) 14ABR8 2 in 1 L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/9/q/-original-imahcd9dwjfyqzbn.jpeg?q=70,4.2,119,12,AMD,AMD Ryzen 5 Hexa Core Processor,,16,LPDDR4X,Windows 11 Operating System,512,,1,93190,60490,35
685,HP,HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-hr0000TU Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/7/r/-original-imahcd9hgzynffj3.jpeg?q=70,4.2,64,5,Intel,Intel Core i5 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,512,39.62,1,75059,54990,26
686,ASUS,ASUS Vivobook 16X (2025) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/s/c/k3605zf-mb541ws-thin-and-light-laptop-asus-original-imagztg4fbyvrtcj.jpeg?q=70,,,,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,,1,88990,63990,28
687,Lenovo,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,93490,57990,37
688,HP,HP 15s AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0028AU Thin and Light Lapt...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/n/g/-original-imahcd9myqfyhdmx.jpeg?q=70,4.1,230,14,AMD,AMD Ryzen 5 Quad Core Processor,,8,DDR4,Windows 11 Operating System,512,39.62,1,56224,37990,32
689,ASUS,ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Hom...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/0/2/d/-original-imahcd9qpfnfzgwf.jpeg?q=70,4.4,2249,206,Intel,Intel Core i5 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,35.56,1,86990,64990,25
690,Samsung,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,4960,529,Intel,Intel Core i3 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,57499,34990,39
691,Lenovo,Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/r/v/2/-original-imahcd9j4x8fbg8j.jpeg?q=70,4.4,376,42,Intel,Intel Core i5 Processor (13th Gen),13,16,LPDDR5X,Windows 11 Operating System,1,,1,114690,70990,38
692,MSI,MSI Modern 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-291IN Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/v/0/-original-imahcd9zk4zyw4us.jpeg?q=70,4.3,187,28,Intel,Intel Core i5 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,512,39.62,1,64990,43990,32
693,HP,HP Pavilion Aero AMD Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2048AU Thin and L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/v/b/-original-imahcd9mgz5rhwbm.jpeg?q=70,4.5,100,8,AMD,AMD Ryzen 7 Octa Core Processor,,16,LPDDR5,Windows 11 Operating System,1,33.78,1,91616,79390,13
694,HP,HP 255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5 5500U - (8 GB/256 GB SSD/Windows 11 Home) 255 Busin...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/t/q/255-g8-laptop-business-laptop-hp-original-imah4jxbjt6h2qsj.jpeg?q=70,4.4,84,10,AMD,AMD Ryzen 5 Hexa Core Processor,,8,DDR4,Windows 11 Operating System,256,,1,49999,35499,29
695,ZEBRONICS,ZEBRONICS Thin and Light Laptop Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/f/x/-original-imahcd9pf4ezthuz.jpeg?q=70,4.0,182,12,Intel,Intel Core i7 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,39.62,1,,78999,
696,Acer,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,3614,279,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,43000,24990,41
697,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
698,DELL,DELL Inspiron 7430 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7430 2in1...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/z/g/inspiron-7430-2in1-laptop-dell-original-imahfruhzaec8yxf.jpeg?q=70,4.7,7,0,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR5,Windows 11 Operating System,512,,1,101350,71990,28
699,ASUS,ASUS Vivobook Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home) X1605ZAC-MB741WS Lapt...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/a/g/-original-imagz6nyp2egtkz7.jpeg?q=70,4.4,46,3,Intel,Intel Core i7 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,40.64,1,85990,66990,22
700,ASUS,ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ2325WS Th...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/j/z/-original-imahcd9nqjz6d3dp.jpeg?q=70,4.2,650,53,Intel,Intel Core i3 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,,1,56990,35990,36
701,Samsung,Samsung Galaxy Book4 Metal Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-L...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/y/6/-original-imahcd9h9ethbxaz.jpeg?q=70,4.5,4960,529,Intel,Intel Core i3 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,57499,34990,39
702,HP,HP 14s Backlit Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) 14s-dq2649tu Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/w/e/-original-imahcd9ng6zhznpn.jpeg?q=70,4.3,276,20,Intel,Intel Core i3 Processor (11th Gen),11,8,DDR4,Windows 11 Operating System,512,35.56,1,50554,37600,25
703,ASUS,ASUS Zenbook 14 OLED AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) UX3405MA-PZ552WS...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/i/3/-original-imahcd9mbemg6bg5.jpeg?q=70,4.6,38,2,Intel,Intel Core Ultra 5 Processor,,16,LPDDR5X,Windows 11 Operating System,1,35.56,1,122990,89990,26
704,ASUS,"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 - (16 GB/512 GB SSD/Wi...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/l/t/h/-original-imah9d7pgrdmv858.jpeg?q=70,4.8,8,1,Intel,Intel Core Ultra 5 Processor,,16,DDR5,Windows 11 Home Operating System,512,,1,92990,68990,25
705,ASUS,"ASUS Vivobook 16X For Creator, Intel H Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Window...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/h/i/-original-imahcd9rje8qh37q.jpeg?q=70,4.2,672,52,Intel,Intel Core i5 Processor (12th Gen),12,16,DDR4,Windows 11 Operating System,512,40.64,1,98999,62990,36
706,Lenovo,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/j/c/-original-imahehrb5fvx8uuq.jpeg?q=70,,,,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,93490,57990,37
707,Acer,Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/0/-original-imahcfdf4x4zchpg.jpeg?q=70,4.3,402,32,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,35.56,1,66999,40990,38
708,WINGS,WINGS Nuvobook S1 Aluminium Alloy Metal Body Intel Intel Core i3 11th Gen 1125G4 - (8 GB/256 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/9/h/-original-imagtq43ngggg9gj.jpeg?q=70,4.1,1075,163,Intel,Intel Core i3 Processor (11th Gen),11,8,DDR4,Windows 11 Operating System,256,39.62,1,,49999,
709,Lenovo,Lenovo IdeaPad Flex 5 AMD AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 2 in...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/z/u/f/-original-imahyyhzpfngghez.jpeg?q=70,4.5,2,1,AMD,AMD Ryzen 5 Hexa Core Processor,,16,LPDDR4X,Windows 11 Operating System,512,35.56,1,92000,68999,25
710,ASUS,"ASUS Vivobook S14 (2025) with Office 2024 + M365 Basic*, Metallic Design, Copilot+ PC Qualcomm Snapdra...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/g/d/-original-imahefyfyqwuhhga.jpeg?q=70,4.7,10,0,Qualcomm,Qualcomm Snapdragon X Processor,,16,LPDDR5X,Windows 11 Home Operating System,512,,1,92990,67990,26
711,Acer,Acer Aspire 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/f/x/-original-imahcd99qffuxkmz.jpeg?q=70,4.3,2000,159,Intel,Intel Core i3 Processor (13th Gen),13,8,DDR4,Windows 11 Operating System,512,35.56,1,49999,28990,42
712,HP,HP 255 G9 AMD Ryzen 3 Dual Core R3 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Lapt...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/8/o/5/-original-imahcd9hg4t8b7v4.jpeg?q=70,4.1,1523,109,AMD,AMD Ryzen 3 Dual Core Processor,,8,DDR4,Windows 11 Operating System,512,39.62,1,37188,28990,22
713,Samsung,Samsung Galaxy Book2 Pro EVO AMOLED Intel Core i7 12th Gen 1260P - (16 GB/512 GB SSD/Windows 11 Home) ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/y/v/-original-imahfu5zxefpuamw.jpeg?q=70,4.7,23,1,Intel,Intel Core i7 Processor (12th Gen),12,16,DDR5,Windows 11 Home Operating System,512,33.78,1,111498,88990,20
714,HP,HP 15s AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-GY0501AU Thin and Light Lap...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/h/4/c/-original-imahcd9nkugbw3u7.jpeg?q=70,4.3,4144,410,AMD,AMD Ryzen 3 Dual Core Processor,,8,DDR4,Windows 11 Operating System,256,,1,41999,34990,16
715,Acer,Acer Aspire 5 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/q/u/e/-original-imagvkpfzm2gwahc.jpeg?q=70,4.3,189,19,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,35.56,1,89990,54990,38
716,MOTOROLA,MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Wi...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/x/q/l/-original-imahcyacqqquv9g4.jpeg?q=70,4.3,242,37,Intel,Intel Core 5 (Series 2) Processor,14,16,DDR5,Windows 11 Operating System,512,,1,93690,54990,41
717,HP,HP Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home) 15-fr0025TU Thin and Light Lapto...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imahdxrfymmfsjnv.jpeg?q=70,4.2,16,1,Intel,Intel Core i7 Processor (13th Gen),13,16,DDR4,Windows 11 Home Operating System,512,39.62,1,77507,65990,14
718,HP,HP Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 15-hr0001TU Thin and Light Laptop,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/7/r/-original-imahcd9hgzynffj3.jpeg?q=70,4.2,64,5,Intel,Intel Core i5 Processor (13th Gen),13,16,DDR4,Windows 11 Operating System,512,39.62,1,84399,65228,22
719,ASUS,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVI...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/r/q/-original-imahcd9nrgzpynhy.jpeg?q=70,4.9,8,3,AMD,AMD Ryzen 7 Octa Core Processor,,16,DDR5,Windows 11 Operating System,512,39.62,1,143990,115990,19
720,Acer,Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A324-51 Thin and Light ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/f/u/a/-original-imahcd9hd8sfkypj.jpeg?q=70,4.2,3614,279,Intel,Intel Core i3 Processor (12th Gen),12,8,DDR4,Windows 11 Operating System,512,35.56,1,43000,24990,41
721,Samsung,Samsung Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-K...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/n/l/v/-original-imahcd9jggredwvf.jpeg?q=70,4.5,9456,820,Intel,Intel Core i5 Processor (13th Gen),13,8,LPDDR4X,Windows 11 Operating System,512,39.62,1,78189,48990,37
722,HP,"HP 255 G10 AMD Ryzen 3 Octa Core 13th Gen AMD Ryzen™ 3 7320U (up to 4.1 GHz, 4 cores, 8 threads) - (8 ...",https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/w/y/255-g10-business-laptop-hp-original-imah7z9hgmfsghqh.jpeg?q=70,3.8,160,17,AMD,AMD Ryzen 3 Octa Core Processor (13th Gen),13,8,LPDDR4,Windows 11 Operating System,512,39.62,1,41999,30990,26
723,Acer,Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Li...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/i/d/-original-imahcd9pvkwxyh8w.jpeg?q=70,4.0,6,1,AMD,AMD Ryzen 5 Hexa Core Processor,,16,LPDDR4X,Windows 11 Operating System,512,35.56,1,,83999,
724,ASUS,ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/n/3/-original-imah2y2teghzh7xe.jpeg?q=70,4.2,1191,81,AMD,AMD Ryzen 5 Quad Core Processor,,16,LPDDR5,Windows 11 Home Operating System,512,,1,52990,39990,24
725,HP,HP Victus AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,https://rukminim2.flixcart.com/image/312/312/l4oi4cw0/computer/l/t/q/16-e1062ax-gaming-laptop-hp-original-imagfgqgzbrzchfq.jpeg?q=70,4.3,6,1,AMD,AMD Ryzen 7 Octa Core Processor,,16,DDR5,Windows 11 Operating System,512,40.89,1,111490,78990,29
